question,pmid,adaptation,sent_id,source,target,operation,umls_jargon_present,umls_jargon_count,umls_jargon_density,warning_present,warning_count,warning_categories,numerical_present,numerical_count,numerical_density
1,30168894,adaptation2,3,"It is a particular feature of chronic neurogenic disorders, especially amyotrophic lateral sclerosis.","Cramps are common in long-lasting, brain-related disorders like amyotrophic lateral sclerosis which weakens muscles.",Substitution,True,1,0.0769,False,0,,False,0,0.0
1,30168894,adaptation2,4,"A literature review was undertaken to understand the diverse clinical associations of cramp and its neurophysiological basis, taking into account recent developments in membrane physiology and modulation of motor neuronal excitability.",We reviewed the basis and biological mechanisms of cramps.,Generalization,True,2,0.0645,False,0,,False,0,0.0
1,30168894,adaptation2,5,Many aspects of cramping remain incompletely understood and require further study.,Future studies are needed to understand cramps.,Generalization,True,1,0.0909,False,0,,False,0,0.0
1,30168894,adaptation2,6,Current treatment options are correspondingly limited.,Current treatment is limited.,Generalization,True,1,0.1667,False,0,,False,0,0.0
1,30237473,adaptation2,1,Dystonia is a neurological condition characterized by abnormal involuntary movements or postures owing to sustained or intermittent muscle contractions.,Dystonia is a disorder of the nervous system. It involves unusual posture or parts of your body moving in ways you can't control.,Explanation,True,3,0.1579,False,0,,False,0,0.0
1,30237473,adaptation2,2,"Dystonia can be the manifesting neurological sign of many disorders, either in isolation (isolated dystonia) or with additional signs (combined dystonia).","Dystonia could be a sign of many underlying disorders, sometimes with other symptoms and sometimes not.",Generalization,True,3,0.1429,False,0,,False,0,0.0
1,30237473,adaptation2,3,The main focus of this Primer is forms of isolated dystonia of idiopathic or genetic aetiology.,We will focus on dystonia without other symptoms. This can be hereditary or have an unknown origin.,Substitution,True,1,0.0625,False,0,,False,0,0.0
1,30237473,adaptation2,4,These disorders differ in manifestations and severity but can affect all age groups and lead to substantial disability and impaired quality of life.,"Dystonia varies in how it appears, but it can affect all age groups, and can significantly impact daily life.",Generalization,False,0,0.0,False,0,,False,0,0.0
1,30237473,adaptation2,5,The discovery of genes underlying the mendelian forms of isolated or combined dystonia has led to a better understanding of its pathophysiology.,We understand more about different types of dystonia since discovering the genes causing it.,Generalization,True,2,0.0909,False,0,,False,0,0.0
1,30237473,adaptation2,6,"In some of the most common genetic dystonias, such as those caused by TOR1A, THAP1, GCH1 and KMT2B mutations, and idiopathic dystonia, these mechanisms include abnormalities in transcriptional regulation, striatal dopaminergic signalling and synaptic plasticity and a loss of inhibition at neuronal circuits.","Some of the most common forms of hereditary dystonia are caused by mutations in genes called TOR1A, THAP1, GCH1 and KMT2B. These mutations may cause: problems with genes turning on or off; problems with sending or receiving dopamine (a neurotransmitter involved in motivation); problems adjusting the connections of brain cells; or problems suppressing unwanted brain activity.",Explanation,True,3,0.0698,False,0,,False,0,0.0
1,30237473,adaptation2,7,"The diagnosis of dystonia is largely based on clinical signs, and the diagnosis and aetiological definition of this disorder remain a challenge.",Dystonia is mainly diagnosed by signs a doctor can recognize. It is still difficult to diagnose and explain dystonia.,Substitution,True,1,0.0455,False,0,,False,0,0.0
1,30237473,adaptation2,8,"Effective symptomatic treatments with pharmacological therapy (anticholinergics), intramuscular botulinum toxin injection and deep brain stimulation are available; however, future research will hopefully lead to reliable biomarkers, better treatments and cure of this disorder.","Dystonia can be treated with: drugs (specifically anticholinergics, which block a neurotransmitter); injections of botulinum toxin (such as Botox); and insertion of electrodes into the brain. However, we hope that more research will produce better diagnostics, treatments, and maybe cures.",Explanation,True,4,0.1212,False,0,,False,0,0.0
1,31696455,adaptation2,1,Muscle cramp is a temporary but intense and painful involuntary contraction of skeletal muscle that can occur in many different situations.,"Muscle cramp is a temporary but intense, painful, uncontrollable muscle contraction that can occur for different reasons.",Generalization,True,2,0.0952,False,0,,False,0,0.0
1,31696455,adaptation2,2,"The causes of, and cures for, the cramps that occur during or soon after exercise remain uncertain, although there is evidence that some cases may be associated with disturbances of water and salt balance, while others appear to involve sustained abnormal spinal reflex activity secondary to fatigue of the affected muscles.","The causes of and cures for exercise-related cramps remain unknown. However, some cases may be linked with disturbances of water and salt balance, while others may be from constant abnormal spinal reflex activity linked to fatigue of the affected muscles.",Generalization,True,1,0.0196,False,0,,False,0,0.0
1,31696455,adaptation2,3,"Evidence in favour of a role for dyshydration comes largely from medical records obtained in large industrial settings, although it is supported by one large-scale intervention trial and by field trials involving small numbers of athletes.","Evidence of lack of water comes largely from medical records from large industrial settings. However, it is also supported by one large treatment trial and trials with small groups of athletes.",Substitution,False,0,0.0,False,0,,False,0,0.0
1,31696455,adaptation2,4,"Cramp is notoriously unpredictable, making laboratory studies difficult, but experimental models involving electrical stimulation or intense voluntary contractions of small muscles held in a shortened position can induce cramp in many, although not all, individuals.","Cramp is very unpredictable, making lab studies difficult, but experiments with electrical stimulation or intense voluntary contractions of small muscles held in a shortened position can cause cramp in many, but not all, individuals.",Substitution,True,4,0.1143,False,0,,False,0,0.0
1,31696455,adaptation2,5,"These studies show that dehydration has no effect on the stimulation frequency required to initiate cramping and confirm a role for spinal pathways, but their relevance to the spontaneous cramps that occur during exercise is questionable.","These studies show that dehydration does no affect the stimulation amount needed to start cramping and confirm a role for spinal pathways, but their link to the spontaneous exercise-related cramps that occur is questionable.",Substitution,True,4,0.1111,False,0,,False,0,0.0
1,31696455,adaptation2,6,"There is a long history of folk remedies for treatment or prevention of cramps; some may reduce the likelihood of some forms of cramping and reduce its intensity and duration, but none are consistently effective.","There is a long history of home remedies for treatment or prevention of cramps. Some may reduce the chance of some forms of cramping and reduce its intensity and length, but none are consistently effective.",Substitution,True,3,0.0857,False,0,,False,0,0.0
1,31696455,adaptation2,7,"It seems likely that there are different types of cramp that are initiated by different mechanisms; if this is the case, the search for a single strategy for prevention or treatment is unlikely to succeed.","There may be different types of cramp caused by different mechanisms; if so, finding a single strategy for prevention or treatment is unlikely to work.",Generalization,True,1,0.0286,False,0,,False,0,0.0
1,32956536,adaptation2,1,"Background: Skeletal muscle cramps are common and often occur in association with pregnancy, advanced age, exercise or motor neuron disorders (such as amyotrophic lateral sclerosis).","Skeletal muscle cramps are common and occur with pregnancy, old age, exercise or nerve-related, movement disorders (like amyotrophic lateral sclerosis which weakens muscles).",Substitution,True,2,0.08,False,0,,False,0,0.0
1,32956536,adaptation2,2,"Typically, such cramps have no obvious underlying pathology, and so are termed idiopathic.","Usually, muscle cramps have no obvious cause.",Generalization,True,2,0.1538,False,0,,False,0,0.0
1,32956536,adaptation2,3,Magnesium supplements are marketed for the prophylaxis of cramps but the efficacy of magnesium for this purpose remains unclear.,"Magnesium supplements are used for preventing cramps, but their effectiveness is unclear.",Generalization,True,4,0.2105,False,0,,False,0,0.0
1,33722257,adaptation2,1,"Background: Muscle cramp is a painful, involuntary muscle contraction, and that occurs during or following exercise is referred to as exercise-associated muscle cramp (EAMC).","Muscle cramps are unconscious contractions of muscles that are painful. When they happen during or after excercise, they are called Exercise-Associated Muscle Cramps (EAMC).",Substitution,True,3,0.125,False,0,,False,0,0.0
1,33722257,adaptation2,2,"The causes of EAMC are likely to be multifactorial, but dehydration and electrolytes deficits are considered to be factors.","There are probably many causes of EAMC, but dehydration and lack of electrolytes (mineral salts dissolved in the blood) are thought to play roles.",Explanation,True,2,0.1053,False,0,,False,0,0.0
1,33722257,adaptation2,3,"This study tested the hypothesis that post-exercise muscle cramp susceptibility would be increased with spring water ingestion, but reduced with oral rehydration solution (ORS) ingestion during exercise.",This study tested whether drinking a special drink called Oral Rehydration Solution (ORS) while exercising made Exercise-Associated Muscle Cramps less likely than drinking spring water.,Substitution,True,3,0.1111,False,0,,False,0,0.0
1,33722257,adaptation2,4,Methods: Ten men performed downhill running (DHR) in the heat (35-36 °C) for 40-60 min to reduce 1.5-2% of their body mass in two conditions (spring water vs ORS) in a cross-over design.,"Ten men ran downhill in hot conditions for 40-60 minutes, drinking either spring water or ORS.",Generalization,True,1,0.0303,False,0,,True,3,0.0909
1,33722257,adaptation2,5,"The body mass was measured at 20 min and every 10 min thereafter during DHR, and 30 min post-DHR.","Their weights were measured 20 minutes into the exercise, then every 10 minutes, and then 30 minutes after the exercise was completed.",Explanation,False,0,0.0,False,0,,False,0,0.0
1,33722257,adaptation2,6,The participants ingested either spring water or ORS for the body mass loss in each period.,"After each measurement, the men drank enough of either the spring water or ORS to make up for the weight they lost.",Explanation,True,1,0.0625,False,0,,False,0,0.0
1,33722257,adaptation2,7,The two conditions were counter-balanced among the participants and separated by a week.,"We did the experiment twice, a week apart, so that each person tried both drinks. We balanced which order they tried the drinks in.",Explanation,False,0,0.0,False,0,,False,0,0.0
1,33722257,adaptation2,12,"TF decreased 3.8 ± 2.7 to 4.5 ± 1.7 Hz from the baseline value immediately to 65 min post-DHR for the spring water condition, but increased 6.5 ± 4.9 to 13.6 ± 6.0 Hz in the same time period for the ORS condition (P < 0.05).",Muscle cramps were easier to induce in participants who had drunk spring water than in participants who had drunk ORS.,Generalization,True,1,0.0217,False,0,,True,1,0.0217
1,33722257,adaptation2,14,Serum sodium and chloride concentrations decreased (< 2%) at immediately post-DHR for the spring water condition only (P < 0.05).,Some electrolytes in the blood decreased for participants who were drinking only spring water.,Generalization,True,1,0.05,False,0,,True,2,0.1
1,33722257,adaptation2,16,It was concluded that ingesting ORS appeared to be effective for preventing EAMC.,The study showed that the drinking ORS (Oral Rehydration Solution) during exercise made muscle cramps less likely.,Explanation,True,1,0.0769,False,0,,False,0,0.0
1,34346706,adaptation2,1,Dystonia is a complex neurological movement disorder characterized by involuntary muscle contractions.,Dystonia is a complicated brain-related movement disorder with uncontrollable muscle contractions.,Substitution,True,3,0.25,False,0,,False,0,0.0
1,34346706,adaptation2,2,"Increasing studies implicate the microbiome as a possible key susceptibility factor for neurological disorders, but the relationship between the gut microbiota and dystonia remains poorly explored.","Many studies imply microorganisms inside us as a possible factor for brain-related disorders, but the link between the gut microorganisms (microbiota) and dystonia remains poorly explored.",Substitution,True,2,0.0769,False,0,,False,0,0.0
1,34346706,adaptation2,3,"Here, the gut microbiota of 57 patients with isolated dystonia and 27 age- and environment-matched healthy controls was analyzed by 16S rRNA gene amplicon sequencing.","Here, the gut microbiota of 57 patients with dystonia and 27 age- and environment-matched healthy patients was analyzed by 16S DNA sequencing.",Substitution,True,1,0.04,False,0,,True,1,0.04
1,34346706,adaptation2,4,"Further, integrative analysis of the gut microbiome and serum metabolome measured by high-performance liquid chromatography-mass spectrometry was performed.","Further, we analyzed the gut microbiome and molecules in the blood.",Generalization,False,0,0.0,False,0,,False,0,0.0
1,34346706,adaptation2,5,"No difference in α-diversity was found, while β-diversity was significantly different, with a more heterogeneous community structure among dystonia patients than among controls.","No change in some gut-diversity was found, while other gut-diversity was very different, with a more diverse community among dystonia patients than among healthy patients (controls).",Substitution,True,1,0.0435,False,0,,False,0,0.0
1,34346706,adaptation2,6,"The most significant changes in dystonia highlighted an increase in Clostridiales, including Blautia obeum, Dorea longicatena, and Eubacterium hallii, and a reduction in Bacteroides vulgatus and Bacteroides plebeius.","The most different change in dystonia showed an increase in certain types of microorganisms labeled Clostridiales, including Blautia obeum, Dorea longicatena, and Eubacterium hallii, and a reduction in other microorganisms labeled Bacteroides vulgatus and Bacteroides plebeius.",Explanation,True,1,0.0357,False,0,,False,0,0.0
1,34346706,adaptation2,7,"The functional analysis revealed that genes related to tryptophan and purine biosynthesis were more abundant in gut microbiota from patients with dystonia, while genes linked to citrate cycle, vitamin B6, and glycan metabolism were less abundant.","The analysis showed that genes related to the molecules tryptophan and purine creation were more abundant in gut microbiota from patients with dystonia, while genes linked to energy cycles, vitamin B6, and glycan (a specific sugar) breakdown were less abundant.",Substitution,True,5,0.1389,False,0,,False,0,0.0
1,34346706,adaptation2,8,"The evaluation of serum metabolites revealed altered levels of l-glutamic acid, taurine, and d-tyrosine, suggesting changes in neurotransmitter metabolism.","Analyzing blood molecules revealed changed levels of molecules called l-glutamic acid, taurine, and d-tyrosine, suggesting changes in brain signaling molecule metabolism.",Substitution,True,3,0.1579,False,0,,False,0,0.0
1,34346706,adaptation2,9,"The most modified metabolites strongly inversely correlated with the abundance of members belonging to the Clostridiales, revealing the effect of the gut microbiota on neurometabolic activity.","The most modified molecules decreased with the abundance of microorganism members belonging to the Clostridiales, revealing the effect of the gut microbiota on brain molecule activity.",Substitution,False,0,0.0,False,0,,False,0,0.0
1,34346706,adaptation2,10,"This study is the first to reveal gut microbial dysbiosis in patients with isolated dystonia and identified potential links between gut microbiota and serum neurotransmitters, providing new insight into the pathogenesis of isolated dystonia.","This study is the first to show gut microbial differences in patients with dystonia and found possible links between gut microbiota and blood brain signaling molecules, providing new insight into the causes of dystonia.",Substitution,True,4,0.1176,False,0,,False,0,0.0
1,34346706,adaptation2,11,IMPORTANCE Dystonia is the third most common movement disorder after essential tremor and Parkinson's disease.,IMPORTANCE Dystonia is the third most common movement disorder after tremors and Parkinson's disease (a brain disorder affecting movement).,Explanation,True,4,0.2667,False,0,,False,0,0.0
1,34346706,adaptation2,12,"However, the cause for the majority of cases is not known.","However, the cause for many cases is not known.",Generalization,False,0,0.0,False,0,,False,0,0.0
1,34346706,adaptation2,13,This is the first study so far that reveals significant alterations of gut microbiome and correlates the alteration of serum metabolites with gut dysbiosis in patients with isolated dystonia.,This is the first study so far that reveals significant changes of gut microbiome and links the change of blood molecules with gut changes in patients with dystonia.,Substitution,True,2,0.069,False,0,,False,0,0.0
1,34346706,adaptation2,14,We demonstrated a general overrepresentation of Clostridiales and underrepresentation of Bacteroidetes in patients with dystonia in comparison with healthy controls.,We show a general overrepresentation of Clostridiales and underrepresentation of Bacteroidetes in patients with dystonia compared to healthy controls.,Substitution,True,1,0.05,False,0,,False,0,0.0
1,34346706,adaptation2,15,"The functional analysis found that genes related to the biosynthesis of tryptophan, which is the precursor of the neurotransmitter serotonin, were more active in isolated dystonia patients.","The analysis found that genes related to the creation tryptophan, which makes the brain signaling molecule serotonin, were more active in dystonia patients.",Substitution,True,2,0.0741,False,0,,False,0,0.0
1,34346706,adaptation2,16,"Altered levels of several serum metabolites were found to be associated with microbial changes, such as d-tyrosine, taurine, and glutamate, indicating differences in neurotransmitter metabolism in isolated dystonia.","Changed levels of several blood molecules were found to be linked with microbial changes, such as d-tyrosine, taurine, and glutamate, indicating differences in brain signaling molecule metabolism in dystonia.",Substitution,True,3,0.1071,False,0,,False,0,0.0
1,34346706,adaptation2,17,Integrative analysis suggests that neurotransmitter system dysfunction may be a possible pathway by which the gut microbiome participates in the development of dystonia.,Analysis suggests that brain signaling molecule system dysfunction may be a possible pathway by which the gut microbiome participates in the development of dystonia.,Substitution,True,2,0.087,False,0,,False,0,0.0
1,34346706,adaptation2,18,"The gut microbiome changes provide new insight into the pathogenesis of dystonia, suggesting new potential therapeutic directions.","The gut microbiome changes provide new insight into the cause of dystonia, suggesting new potential treatment directions.",Substitution,True,2,0.1176,False,0,,False,0,0.0
2,15316838,adaptation3,1,Urinary incontinence is the inability to willingly control bladder voiding.,Urinary incontinence is the inability to control your bladder.,Substitution,True,2,0.2,False,0,,False,0,0.0
2,15316838,adaptation3,2,Stress urinary incontinence (SUI) is the most frequently occurring type of incontinence in women.,Stress urinary incontinence (SUI) is the most common type of bladder control issue in women.,Substitution,True,2,0.1429,False,0,,False,0,0.0
2,15316838,adaptation3,3,No widely accepted or approved drug therapy is yet available for the treatment of stress urinary incontinence.,There are no drugs that are available to treat stress urinary incontinence.,Generalization,True,2,0.1176,False,0,,False,0,0.0
2,15316838,adaptation3,4,"Numerous studies have implicated the neurotransmitters, serotonin and norepinephrine in the central neural control of the lower urinary tract function.","Many studies have looked at two chemical messengers, serotonin and norepinephrine, for controlling bladder function.",Generalization,True,1,0.05,False,0,,False,0,0.0
2,15316838,adaptation3,5,The pudendal somatic motor nucleus of the spinal cord is densely innervated by 5HT and NE terminals.,The chemical messengers serotonin (5HT) and norepinephrine (NE) go to one particular part of the spinal cord.,Substitution,True,1,0.0588,False,0,,False,0,0.0
2,15316838,adaptation3,6,Pharmacological studies confirm central modulation of the lower urinary tract activity by 5HT and NE receptor agonists and antagonists.,Drug studies find that drugs which help or block the chemical messengers 5HT and NE affect bladder control.,Substitution,True,2,0.1053,False,0,,False,0,0.0
2,15316838,adaptation3,7,Duloxetine is a combined serotonin/norepinephrine reuptake inhibitor currently under clinical investigation for the treatment of women with stress urinary incontinence.,Duloxetine is a drug that increases the amount of 5HT and NE available for use and is being looked at to see if it can treat women with bladder control problems.,Explanation,True,3,0.15,False,0,,False,0,0.0
2,15316838,adaptation3,8,Duloxetine exerts balanced in vivo reuptake inhibition of 5HT and NE and exhibits no appreciable binding affinity for receptors of neurotransmitters.,Duloxetine increases the amount of 5HT and NE available for use while not blocking the ability of the nerves to use the chemical messengers.,Substitution,True,1,0.0476,False,0,,False,0,0.0
2,15316838,adaptation3,9,The action of duloxetine in the treatment of stress urinary incontinence is associated with reuptake inhibition of serotonin and norepinephrine at the presynaptic neuron in Onuf's nucleus of the sacral spinal cord.,Duloxetine works for the treatment of bladder problems by increasing the amount of the chemical messengers 5HT and NE for use in one special area of the spinal cord,Substitution,True,4,0.125,False,0,,False,0,0.0
2,15316838,adaptation3,10,"In cats, whose bladder had initially been irritated with acetic acid, a dose-dependent improvement of the bladder capacity (5-fold) and periurethral EMG activity (8-fold) of the striated sphincter muscles was found.",Researchers tested the drug in cats with irritated bladders and found that it improved bladder capacity and muscle control.,Generalization,True,4,0.129,False,0,,False,0,0.0
2,15316838,adaptation3,11,"In a double blind, randomized, placebo-controlled, clinical trial in women with stress urinary incontinence, there was a significant reduction in urinary incontinence episodes under duloxetine treatment.",Duloxetine reduced bladder control problems for women in clincal trials.,Generalization,True,4,0.1538,False,0,,False,0,0.0
2,15316838,adaptation3,12,"In summary, the pharmacological effect of duloxetine to increase the activity of the striated urethral sphincter together with clinical results indicate that duloxetine has an interesting therapeutic potential in patients with stress urinary incontinence.","To sum up, duloxetine may be a treatment option for bladder control problems because of its effect on the bladder and the results from clinical studies.",Generalization,True,3,0.0882,False,0,,False,0,0.0
2,15316838,adaptation2,1,Urinary incontinence is the inability to willingly control bladder voiding.,Urinary incontinence is the loss of bladder control.,Generalization,True,2,0.2,False,0,,False,0,0.0
2,15316838,adaptation2,2,Stress urinary incontinence (SUI) is the most frequently occurring type of incontinence in women.,Bladder control loss from stress is the most common type of urinary incontinence in women.,Substitution,True,2,0.1429,False,0,,False,0,0.0
2,15316838,adaptation2,3,No widely accepted or approved drug therapy is yet available for the treatment of stress urinary incontinence.,No approved drug therapy is available.,Generalization,True,2,0.1176,False,0,,False,0,0.0
2,15316838,adaptation2,4,"Numerous studies have implicated the neurotransmitters, serotonin and norepinephrine in the central neural control of the lower urinary tract function.","Chemical messengers, such as serotonin and norepinephrine, in the brain and spinal cord may control function of the bladder area.",Substitution,True,1,0.05,False,0,,False,0,0.0
2,15316838,adaptation2,5,The pudendal somatic motor nucleus of the spinal cord is densely innervated by 5HT and NE terminals.,A portion of the spinal cord receives chemical signals from serotonin and norepinephrine.,Generalization,True,1,0.0588,False,0,,False,0,0.0
2,15316838,adaptation2,6,Pharmacological studies confirm central modulation of the lower urinary tract activity by 5HT and NE receptor agonists and antagonists.,Drug studies show activity of serotonin and norepinephrine influences bladder area activity.,Generalization,True,2,0.1053,False,0,,False,0,0.0
2,15316838,adaptation2,7,Duloxetine is a combined serotonin/norepinephrine reuptake inhibitor currently under clinical investigation for the treatment of women with stress urinary incontinence.,Duloxetine blocks removal of serotonin/norepinephrine and is studied for treating women with bladder control loss from stress.,Generalization,True,3,0.15,False,0,,False,0,0.0
2,15316838,adaptation2,10,"In cats, whose bladder had initially been irritated with acetic acid, a dose-dependent improvement of the bladder capacity (5-fold) and periurethral EMG activity (8-fold) of the striated sphincter muscles was found.","In cats with impaired bladders, the drug improved bladder capacity and control proportionally with dosage.",Generalization,True,4,0.129,False,0,,False,0,0.0
